1|No. 21|(second No. 21) Built almost entirely new by Muni in its cable car building shops. The car body at the Muni's Woods Division carpentry shop and at Pier 80 for the running gear. Dedicated on Dec. 5, 1992. The first No. 21 was built by Mahoney Bros. in 1887. The Mahoney Bros. subcontracted with Burnham-Standeford in Oakland, California, to build its cars. It was rebuilt in 1918 by the United Railroads, and renumbered from No. 533 to No. 521 by the Market Street Railway on Dec. 16, 1929. Until 1973, numbered as No. 521. The first No. 21 was judged to be in too poor a condition to be rehabilitated in the 1982-84 rehabilitation program, and was scrapped in 1987.
1|No. 22|Built by the Mahoney Bros., San Francisco, in 1887 for the Ferries &amp; Cliff House Railway (Powell Street Railway). The Mahoney Bros. subcontracted with Burnham-Standeford in Oakland, California, to build its cars. Assigned to the Sacramento-Clay cable car line before the Earthquake and Fire of 1906, the United Railroads transferred it back to the Powell Street cable car lines in 1907. Until 1973, numbered as No. 522. Extensive rebuilding, by Muni's Elkton shops, 1956.
1|No. 23|Built by the Ferries &amp; Cliff House Railway (Powell Street Railway) in 1888-90 at the Washington-Mason barn. Assigned to the Sacramento-Clay cable car line before the Earthquake and Fire of 1906, the United Railroads transferred it to the Powell Street cable car lines in 1907. Extensive rebuilding, by Muni at the Elkton shops in 1970, using the original roof. Until 1973, numbered as No. 523.
1|No. 24|Built by the Mahoney Bros., San Francisco, in 1887 for the Ferries &amp; Cliff House Railway (Powell Street Railway). The Mahoney Bros. subcontracted with Burnham-Standeford in Oakland, California, to build its cars. Assigned to the Sacramento-Clay cable car line before the Earthquake and Fire of 1906, the United Railroads transferred it back to the Powell Street cable car lines in 1907. Renumbered from original No. 534 to No. 524 by the Market Street Railway on December 16, 1929. Under sponsorship of the Western Pacific Railroad, No. 524 was operated at the Chicago Railroad Fair 1949. On September 2, 1956, car No. 524 made the last trip on the Washington-Jackson line. Extensive rebuilding by Muni, 1958.
1|No. 25|Built by the Ferries &amp; Cliff House Railway (Powell Street Railway) in 1888-90 at the Washington-Mason barn. Assigned to the Sacramento-Clay cable car line before the Earthquake and Fire of 1906, the United Railroads transferred it to the Powell Street cable car lines in 1907. Extensive rebuilding, by Muni at the Elkton shops in 1976. Until 1973, numbered as No. 525.
1|No. 26|Built by the Ferries &amp; Cliff House Railway (Powell Street Railway) in 1888-90 at the Washington-Mason barn. Assigned to the Sacramento-Clay cable car line before the Earthquake and Fire of 1906, the United Railroads transferred it to the Powell Street cable car lines in 1907. Extensive rebuilding, by Muni at the Elkton shops in 1973-75. Until 1973, numbered as No. 526.
1|No. 27|Built by the Mahoney Bros., San Francisco, in 1887 for the Ferries &amp; Cliff House Railway (Powell Street Railway). The Mahoney Bros. subcontracted with Burnham-Standeford in Oakland, California, to build its cars. Assigned to the Sacramento-Clay cable car line before the Earthquake and Fire of 1906, the United Railroads transferred it back to the Powell Street cable car lines in 1907. Extensive rebuilding, by Muni at the Elkton shops in 1958. Until 1973, numbered as No. 527.
1|No. 28|Built by the Mahoney Bros., San Francisco, in 1887 for the Ferries &amp; Cliff House Railway (Powell Street Railway). The Mahoney Bros. subcontracted with Burnham-Standeford in Oakland, California, to build its cars. Assigned to the Sacramento-Clay cable car line before the Earthquake and Fire of 1906, the United Railroads transferred it back to the Powell Street cable car lines in 1907. Originally built as open car No. 544. Rebuilt and renumbered to No. 501 by the United Railroads, December 13, 1912. Extensive rebuilding, by Muni at the Elkton shops in 1951. Renumbered 1973, as No. 28.
2|No. 49|Built new by Muni in its cable car building shops. The car body at the Muni's Woods Division carpentry shop and at Pier 80 for the running gear. Dedicated on Dec. 5, 1992. Prior No. 49 was built in California Street Cable Railroad Company shops, located in the company's barn at California and Hyde Streets in 1912. Originally No. 40, it was renumbered No. 6 in Sept. 1957 and then No. 49 the next month. It was scrapped on August 20, 1990.
2|No. 50|Built in California Street Cable Railroad Company shops, located in the company's barn at California and Hyde Streets in 1912. Assigned to the O'Farrell, Jones and Hyde line until 1954. In December 1957, No. 50 was transferred by Muni to the California Street cable line.
2|No. 51|Built by the W.L. Holman Company for the California Street Cable Railroad Company in 1906, after the Earthquake and Fire of April 1906 had destroyed its cars. Holman's shops were located at 18th &amp; Indiana, San Francisco. No. 51 was the last car operated on the former Cal Cable (then Muni) O'Farrell, Jones and Hyde line, in May 1954. Also, No. 51 was the first bottom-grip car to operate in revenue service on Muni's rebuilt California Street cable car line, December 22, 1957.
2|No. 52|Built new by Muni in its cable car building shops. The car body at the Muni's Woods Division carpentry shop and at Pier 80 for the running gear. It entered service on Feb 2, 1996. The first No. 52 was built as No. 18 by John Hammond &amp; Co., San Francisco, for the California Street Cable Railroad Company in 1906. It was renumbered from No. 18 to No. 3 in Sept. 1957 and renumbered to No. 52 the next month. The car was in storage for 27 years. It was judged to be in too poor a condition to be rehabilitated in the 1982-84 rehabilitation program, and was scrapped in 1984.
2|No. 53|Built by the W.L. Holman Company for the California Street Cable Railroad Company in 1906, after the Earthquake and Fire of April 1906 had destroyed its cars. Holman's shops were located at 18th &amp; Indiana, San Francisco. Assigned to O'Farrell, Jones and Hyde line until May 1954. Began service on California Street line December 1957.
2|No. 54|Built by John Hammond &amp; Company for the California Street Cable Railroad Company in 1906, after the Earthquake and Fire of April 1906 had destroyed its cars. Hammond's shops (1907) were located at 820-836 7th Street, San Francisco. Originally No. 19, it was renumbered to No. 4 by Muni in September 1957 and renumbered to No. 54 the next month. Always assigned to the California Street line.
2|No. 55|Built by John Hammond &amp; Company for the California Street Cable Railroad Company in 1906, after the Earthquake and Fire of April 1906 had destroyed its cars. Hammond's shops (1907) were located at 820-836 7th Street, San Francisco. Originally No. 8, it was renumbered to No. 55 October 1957. Experimentally painted, February 1952, in the then standard Muni livery of green and cream. Soon repainted back to traditional Cal Cable maroon, gray and tan. Always assigned to the California Street line.
2|No. 56|Built in California Street Cable Railroad Company shops, located in the company's barn at California and Hyde Streets, in 1913. Rebuilt by Muni 1984 using seats from first No. 52. The car body at the Muni's Woods Division carpentry shop and at Pier 80 for the running gear. Assigned to O'Farrell, Jones and Hyde line until May 1954. Began service on California Street line December 1957.
2|No. 57|Built in California Street Cable Railroad Company shops, located in the company's barn at California and Hyde Streets in 1914. Renumbered, by Muni, from No. 57 to No. 11 in September 1957, but changed back to No. 57 the next month. Always assigned to the California Street line.
2|No. 58|Built in California Street Cable Railroad Company shops, located in the company's barn at California and Hyde Streets in 1914. Assigned primarily to O'Farrell, Jones and Hyde line until May 1954. Began service on California Street line December 1957. No. 58 was the last car to operate on the former California Street Cable Railroad (then Muni) Jones Street Shuttle, February 6, 1954. Began service on California Street line December 1957.
2|No. 59|Built by Muni, entered service July 31, 1998. First No. 59 was built in 1906 by Hammond. Originally No. 15, it was renumbered to No. 59 in Oct. 1957. Old No. 59 was sent to New Orleans where it is on display in City Park at Popp's Fountain.
2|No. 60|Built by John Hammond &amp; Company for the California Street Cable Railroad Company in 1906, after the Earthquake and Fire of April 1906 had destroyed its cars. Hammond's shops (1907) were located at 820-836 7th Street, San Francisco. Originally No. 16, it was renumbered by Muni to No. 60 in October 1957. It was rebuilt in 1968-69, at Muni's Elkton shops, using the original roof and seats. Although the car is still in service, a new No. 60 is being built by Muni (1998).
